,1_CSF3R,1_MPL,1_NRAS,2_DNMT3A,2_SF3B1,2_IDH1,3_MYD88,3_GATA2,4_KIT,4_TET2,5_NPM1,7_BRAF,7_EZH2,8_RAD21,8_MYC,9_JAK2,10_PTEN,10_SMC3,11_WT1,11_ATM,11_KMT2A,11_CBL,12_ETV6,12_KRAS,12_PTPN11,13_FLT3,15_IDH2,17_TP53,17_NF1,17_STAT3,17_PPM1D,18_SETBP1,19_CALR,20_ASXL1,20_GNAS,21_RUNX1,21_ERG,21_U2AF1,22_CHEK2,X_ZRSR2,X_BCOR,X_KDM6A,X_SMC1A,X_STAG2,X_PHF6
2534,338,155,297,990,345,140,90,125,1211,2380,210,1057,1744,643,410,53,236,182,299,442,1406,335,525,306,422,647,0,746,1950,15,33,458,46,267,61,383,57,551,109,795,0,312,225,429,841
2535,176,0,33,749,394,26,51,0,607,1616,38,794,1230,325,259,0,158,282,266,261,1233,148,373,188,124,441,27,269,1183,2,167,387,85,409,64,214,107,314,67,53,388,135,82,512,544
2536,373,141,349,2992,728,43,187,166,1483,3477,227,1677,4152,782,766,99,248,526,468,180,2647,266,673,533,456,806,18,1486,3393,10,339,665,116,1137,78,517,277,204,195,912,1394,1335,338,1107,1290
2537,917,145,222,2621,1038,112,306,49,1168,2463,111,1851,2277,981,601,157,260,679,411,405,2103,437,1001,584,479,752,147,1255,3861,38,154,880,165,927,72,472,449,785,130,735,467,932,361,1335,598
2538,167,40,52,726,193,12,75,52,230,1177,46,428,610,196,155,53,53,162,132,144,529,91,168,18,195,385,26,288,1568,37,135,339,46,331,111,105,99,152,91,162,478,356,86,429,267
2539,111,0,144,361,205,2,262,70,243,1041,41,721,1563,218,269,55,56,147,164,131,926,79,551,48,190,417,36,425,1423,9,134,262,0,449,6,137,111,197,59,365,116,603,43,375,200
2540,145,6,45,682,303,63,129,36,256,1350,31,585,1300,215,289,41,107,76,156,144,343,130,157,81,95,389,41,519,1021,8,88,215,60,330,27,183,54,91,52,223,513,396,78,271,456
2541,450,99,40,1567,756,106,258,101,1722,3169,281,1360,2781,727,560,49,465,459,274,162,2100,205,913,633,569,902,150,1382,3613,9,422,612,4,1192,81,352,211,451,137,861,1539,1058,404,1247,883
2542,146,146,64,1803,423,39,1,107,326,2121,66,1061,2122,248,205,97,242,329,120,270,1363,242,320,1,116,579,68,774,1505,21,287,460,54,665,119,326,277,192,85,521,220,765,207,541,612
2543,302,0,138,672,412,43,50,18,696,855,187,917,1397,457,273,50,215,204,203,160,1099,124,293,178,217,544,20,438,1743,20,182,368,92,574,17,268,237,353,35,408,842,935,249,575,602
2544,500,4,289,2854,879,107,347,131,1677,3700,32,1320,3438,825,593,230,359,628,350,175,2194,345,798,403,752,845,211,1106,4169,38,428,834,109,679,145,704,473,384,73,259,1654,1321,400,1232,1145
2545,580,0,193,3343,410,240,37,198,1132,2587,208,2114,4424,895,684,90,84,660,427,268,1927,226,773,332,550,1077,100,555,2321,51,318,885,48,646,69,420,427,522,147,846,1456,1589,368,1294,679
2546,361,2,137,1335,293,67,102,106,488,2272,180,608,704,414,265,28,61,94,114,199,688,91,157,170,187,499,37,600,1652,7,200,291,22,560,33,287,132,375,72,494,699,342,95,319,479
2547,421,66,233,1772,419,79,315,154,745,2667,85,1002,2931,575,404,83,241,554,372,379,1950,268,597,296,232,498,140,1097,2384,9,164,384,50,502,77,245,98,702,113,666,58,1106,255,640,720
2548,380,50,124,1680,411,127,181,0,811,2042,24,615,1972,347,189,78,140,281,301,263,1101,141,563,223,302,447,131,770,2031,36,109,398,16,254,97,224,187,260,99,516,973,649,165,582,683
2549,151,33,171,424,235,3,132,15,372,1302,6,690,979,192,342,34,67,62,268,144,550,93,336,52,92,264,10,410,1266,10,94,106,76,516,21,397,104,71,75,211,227,538,83,384,383
2550,288,0,158,1102,520,48,184,34,902,2483,19,1345,2174,234,343,66,159,190,192,217,1736,136,445,213,321,459,78,772,2788,12,152,447,42,370,17,208,152,149,27,748,845,256,267,473,1083
2551,424,28,135,1911,599,63,105,186,693,2929,207,611,1252,544,554,60,236,403,279,417,1858,103,204,268,253,593,57,939,2049,25,310,533,150,826,83,564,339,547,43,662,383,1118,149,702,637
2552,187,2,43,1456,477,66,371,168,649,1652,176,794,2059,417,464,46,197,299,398,319,668,165,467,276,318,607,45,496,1714,4,178,299,22,655,12,331,287,283,135,690,708,625,44,523,606
2553,424,0,205,3094,1414,370,403,263,1440,3878,96,1999,4997,461,435,53,388,514,319,648,2130,136,1168,341,668,1017,58,1591,5852,15,538,453,132,791,71,876,330,365,180,857,1557,1352,515,1373,1629
2554,229,0,70,1044,209,13,92,63,469,1426,11,573,946,316,174,35,67,234,154,211,577,69,103,139,131,193,12,362,679,11,71,175,64,44,4,176,119,147,63,85,513,452,167,356,355
2555,702,44,441,3792,1580,317,621,356,2696,6191,455,3413,5296,1482,1254,124,172,1666,1116,735,4821,795,2197,1249,1307,1331,281,2075,8806,52,242,946,82,2503,208,1103,669,1308,414,1881,3166,2794,513,2871,2347
2556,691,0,203,2540,823,160,233,62,1358,3905,361,1807,3997,881,548,92,168,425,513,557,2093,395,485,528,566,1060,158,631,4051,8,282,654,0,1325,175,836,402,394,202,1049,1703,1452,369,1329,1016
2557,197,0,120,1652,247,110,234,31,685,1591,51,593,1326,320,325,114,157,292,334,276,1430,204,798,123,530,193,86,691,2409,11,104,313,58,407,47,332,216,255,155,536,829,926,103,486,395
2558,281,0,110,1211,406,62,98,66,829,2195,71,751,1141,349,328,26,197,151,286,163,1877,145,277,151,282,538,18,232,1424,19,162,381,22,585,139,249,152,492,99,556,963,653,206,647,736
2559,1626,16,509,7102,1396,245,712,556,2399,6620,316,3488,6169,1643,1243,227,492,555,1203,898,5478,616,2592,1140,1467,1806,371,3182,7281,159,621,2134,212,2168,177,1715,783,979,319,1506,3725,3968,602,1809,1626
2560,1335,131,323,3874,744,229,543,269,1977,5359,109,3073,5241,976,584,251,285,753,398,488,3070,221,1335,450,595,1544,272,2063,6156,108,525,1277,140,1407,19,1131,352,5,311,1342,2122,1946,746,1811,1255
2561,603,30,264,2615,531,76,338,109,727,2774,68,1017,3260,440,572,171,151,384,262,294,1978,281,838,333,232,627,139,1318,2510,47,283,605,56,485,144,765,296,359,107,658,1428,994,292,540,754
2562,1078,30,162,1742,724,267,363,0,2024,4817,25,2829,4298,1018,755,167,172,570,175,606,2619,378,1324,260,852,1076,150,1601,5435,65,580,1137,203,1168,176,699,526,205,245,1099,1646,1122,236,1469,1317
2563,1112,43,409,3945,1409,177,178,321,705,6822,148,2939,5909,1601,1138,247,385,539,841,687,3926,902,1170,371,817,1737,257,2508,4860,24,780,1067,60,1120,318,1174,559,640,448,697,2275,2011,831,1587,1047
2564,274,11,161,1954,674,132,202,25,616,2683,134,873,2214,448,368,44,45,418,163,329,1958,196,342,194,327,619,0,805,1971,20,149,713,13,666,71,299,233,129,43,550,1046,1057,237,979,788
2565,457,0,117,2194,464,159,141,62,825,2067,42,820,1923,518,423,137,203,185,544,188,1489,119,691,260,335,451,33,1046,2933,24,273,289,54,790,113,588,281,433,13,533,1076,649,206,1070,664
2566,179,0,79,1676,533,184,126,221,941,2621,51,1655,3011,705,507,112,280,423,411,319,1286,276,311,322,416,718,55,1212,3182,14,277,615,68,300,52,140,218,355,75,587,1306,923,0,1253,920
2567,326,98,89,2012,800,26,171,139,1211,2976,68,1096,2700,187,449,57,265,196,273,424,1323,145,470,258,333,638,55,860,3179,17,433,504,73,880,148,382,142,399,85,679,1088,329,216,1038,294
2568,1273,39,474,5162,1651,421,453,233,2794,7217,220,2757,4324,1354,1278,181,506,1372,1048,788,5296,799,1916,912,1061,2090,314,2400,8791,124,835,1532,132,1747,205,1196,631,878,483,1924,2883,2832,718,1825,2118
2569,670,0,239,377,1016,150,66,184,1901,5162,662,2397,5715,1190,440,116,171,924,864,246,2061,236,1671,267,648,1930,216,902,4059,23,250,1501,68,1381,56,855,509,594,276,1152,2972,2306,44,1719,857
2570,610,17,144,2322,616,128,289,119,1875,4235,155,2179,4246,787,534,82,230,358,426,495,2691,229,1054,422,577,877,64,1342,3596,24,308,772,256,1290,46,754,408,697,71,659,1656,1455,446,1071,1336
2571,780,0,35,2724,473,122,115,60,1137,3044,103,1711,3336,840,627,215,192,596,553,208,2458,219,930,562,434,1021,121,958,3418,91,156,645,2,600,171,724,225,241,148,828,1287,252,215,954,706
2572,133,0,207,777,223,64,71,105,501,996,113,632,1333,335,384,0,101,99,174,96,1154,155,216,73,214,211,47,316,1527,17,91,213,0,384,72,136,50,162,33,377,716,766,187,395,420
2573,722,58,318,3227,617,167,426,101,1095,3792,0,1832,3703,329,593,80,332,598,398,332,2277,388,1027,501,661,941,243,1516,3984,116,448,587,110,1527,239,971,453,386,112,929,344,534,361,1573,985
2574,133,0,178,608,232,8,59,90,400,1516,3,403,1167,229,277,13,115,140,197,234,965,156,121,122,110,402,26,629,1064,7,36,179,4,207,34,169,224,54,4,289,140,647,101,358,535
2575,203,0,51,1305,286,22,198,32,746,847,17,1005,1739,509,273,36,81,221,231,257,1175,151,315,111,125,500,20,820,2115,24,92,488,106,593,2,398,138,300,64,464,748,888,191,415,581
2576,186,31,114,1783,724,94,101,0,899,1426,0,1304,2538,681,416,56,133,557,320,296,2202,403,494,100,324,414,51,1248,2755,18,199,437,50,768,61,682,144,200,202,782,117,959,157,962,772
2577,392,52,228,1382,517,21,111,99,897,1538,141,1325,1559,612,568,52,135,382,324,351,1875,295,682,169,500,430,73,1114,2546,30,221,433,116,519,121,276,268,414,136,707,1063,239,121,734,173
2578,233,0,174,1308,686,73,65,42,961,2613,156,1299,1275,195,523,99,146,437,250,446,1726,275,445,360,323,544,70,978,2787,22,272,444,82,370,77,267,288,274,53,100,979,719,345,619,1157
2579,585,0,447,3548,909,170,235,0,1291,4862,174,1821,3570,886,795,148,252,842,642,601,3298,452,403,347,658,1326,310,1267,4548,44,214,935,221,1410,122,891,398,695,123,1089,2131,1925,251,1501,1204
2580,304,59,82,2212,546,63,138,165,782,2596,177,1215,1461,726,464,58,229,389,338,450,2113,216,490,325,281,625,109,1126,2189,25,97,667,34,721,61,215,310,413,43,483,1205,880,255,754,1097
2581,727,1,197,4197,1146,164,320,30,1831,4450,47,3067,2257,1169,245,222,563,849,896,381,3234,311,1042,404,734,763,148,1558,5287,105,494,746,92,1418,123,820,268,687,79,1264,819,2075,515,1454,1112
2582,325,13,94,2449,445,140,18,37,681,1,155,566,1421,185,243,35,97,495,190,329,1406,171,312,160,272,578,95,925,1096,18,79,571,14,624,50,391,265,430,111,598,643,878,194,621,774
2583,507,101,116,2286,542,69,152,162,928,2859,0,1735,2766,598,343,18,353,590,351,329,2059,158,834,448,297,757,54,522,2512,58,341,766,0,427,0,579,88,449,136,746,1196,918,296,852,1071
2584,810,112,155,3098,1031,298,207,166,1487,3430,157,2158,4652,782,636,206,436,745,533,469,2914,398,1201,656,637,1345,195,1394,3534,51,331,941,187,886,162,1049,345,575,267,964,1271,1058,518,1462,914
2585,734,14,349,2034,993,298,155,39,2054,6145,100,1513,3857,1207,906,98,289,750,882,600,2405,408,1146,564,902,1296,248,2212,4281,127,567,1223,64,876,205,879,467,796,324,3,2051,2278,543,1394,1646
2586,331,111,215,266,363,49,286,81,1325,2358,315,1392,2193,596,389,41,76,300,350,381,1716,158,556,214,522,468,52,1051,1827,9,236,628,18,556,30,208,239,539,5,512,703,808,238,777,570
2587,238,0,52,725,376,47,138,107,769,2028,164,668,2310,513,171,40,63,134,211,371,1222,310,516,229,254,455,17,551,2057,7,120,628,154,586,30,320,207,397,84,195,907,371,189,768,626
2588,555,3,93,1534,340,78,290,122,558,1081,28,824,993,392,246,125,44,284,239,93,1168,203,290,245,282,179,71,825,2253,16,107,497,68,685,19,404,259,179,40,217,852,814,235,609,289
2589,450,16,201,2580,649,79,155,125,1055,3174,86,1271,2779,356,347,78,159,441,314,446,2341,115,748,189,469,609,41,1326,2894,19,304,658,24,846,120,303,213,724,113,61,1224,1115,235,1117,673
2590,232,26,73,1298,460,58,10,117,406,2285,102,1077,1691,361,296,23,60,213,223,271,1065,196,381,230,167,328,59,388,1690,20,124,348,2,656,0,118,163,217,32,352,718,652,181,513,50
2591,529,0,42,1219,572,102,180,133,884,2866,48,1236,2197,395,453,85,300,347,427,253,1615,239,681,431,453,805,200,1178,3474,23,141,491,120,858,143,520,365,268,112,653,1011,675,313,699,677
2592,183,1,123,942,659,66,84,123,661,2782,80,1204,2070,430,159,26,166,305,274,341,1563,240,452,236,241,498,58,500,1820,11,65,247,2,382,35,136,142,498,31,558,826,675,106,99,789
2593,537,63,235,2644,436,191,282,146,756,4859,289,1933,2646,611,754,190,374,453,381,316,3101,309,629,489,639,604,146,881,4080,18,406,541,78,1058,144,1100,452,425,400,1023,1661,1702,380,951,859
2594,513,2,174,2392,617,144,314,8,1434,4098,166,1768,3351,870,613,197,346,467,732,534,2069,284,1276,68,353,1182,134,1032,3793,25,26,859,181,916,181,592,253,190,257,658,1406,1597,359,1276,1092
2595,1357,47,388,4146,785,278,750,116,1805,5855,357,2652,5830,838,558,132,259,664,763,476,3125,431,1652,575,832,1514,305,2065,6435,88,223,903,166,1687,106,1056,661,574,448,1492,1676,476,424,1953,1599
2596,787,0,128,2833,404,212,433,232,1240,1843,336,2440,2784,931,593,170,224,592,498,265,2389,296,1090,338,563,786,83,1423,3787,47,382,657,116,1084,23,691,385,564,313,908,1666,1723,375,965,668
2597,250,14,222,1633,477,58,143,84,847,3006,64,510,1136,586,423,19,114,178,374,72,1941,132,164,71,363,421,86,1191,2625,11,177,553,60,651,72,235,303,518,31,754,1008,493,300,525,834
2598,1583,155,871,6989,2426,350,1076,506,4092,10668,416,4333,8777,2309,1476,262,1111,1825,1053,1534,6487,1382,2341,1290,1643,3255,311,3137,12931,105,704,2330,255,3769,303,2247,989,1603,584,3322,5791,4388,866,3483,2925
2599,840,132,564,4041,1884,188,328,228,3329,7578,531,4253,6981,1372,1033,167,709,1433,1169,1053,5167,721,2401,975,1183,2114,249,2060,9688,94,580,1543,133,1934,372,1218,610,1585,299,2272,3342,3308,850,2583,2796
2600,587,0,159,1458,769,107,129,217,1366,3152,143,1489,2908,463,561,60,244,168,342,322,2005,357,800,221,482,659,103,962,2630,12,119,716,64,782,32,466,193,430,81,424,1086,872,108,1091,871
2601,126,0,252,1430,547,41,60,94,737,2233,79,1089,2227,296,534,39,187,275,187,431,1285,137,473,361,416,404,63,737,2229,15,115,207,0,451,180,379,238,359,88,487,915,366,56,835,579
2602,307,11,88,1104,473,95,96,58,532,1624,166,865,1405,737,582,37,118,184,361,266,1704,218,304,407,286,129,0,340,1527,6,123,154,11,344,58,273,221,420,51,468,576,462,203,382,398
2603,167,2,154,906,183,58,39,10,557,1110,31,823,1280,288,256,63,152,230,134,107,823,176,264,167,240,362,9,488,1489,6,95,276,31,376,22,209,152,182,70,294,451,66,3,445,511
2604,674,2,566,3195,1062,136,194,253,934,4803,130,1228,2372,561,651,75,238,785,644,728,3222,278,621,254,634,1429,138,1079,5053,25,235,756,68,1114,281,304,272,930,42,1134,1883,1650,656,1008,1146
2605,1442,97,574,9390,2357,408,522,558,3352,11928,56,5899,10294,2104,1569,278,869,1591,1473,1252,8215,1007,2566,1194,1331,2469,357,3872,9552,70,896,1722,314,3595,458,1822,1096,1763,381,2309,3506,4462,1159,2685,3381
2606,349,82,263,1840,342,52,229,54,743,3103,131,1050,2199,352,362,46,191,241,350,350,1983,289,449,48,498,616,88,988,2452,1,265,507,148,715,66,297,340,524,31,263,42,313,90,457,499
2607,1655,55,725,6329,2203,610,817,577,3927,11743,550,3568,11186,2031,1480,134,462,1844,1365,1184,6822,643,2328,1172,1549,2039,262,3244,12599,50,1057,1760,214,3106,232,1926,902,2392,440,2438,3311,4782,486,4024,2804
2608,252,60,86,2231,462,33,58,34,720,2035,109,458,1262,409,462,55,57,135,190,215,1611,74,188,83,107,317,32,434,1624,6,115,476,103,767,26,400,162,348,26,308,806,1415,303,792,666
2609,296,0,139,43,432,107,136,274,509,2072,105,1337,3353,690,667,143,154,470,282,436,1666,267,197,381,415,381,85,751,3567,10,262,857,98,969,65,221,167,369,69,817,990,1258,387,98,1194
2610,983,17,416,4874,1062,143,371,7,1257,5267,181,2645,4900,1419,1013,226,143,784,827,652,1666,447,971,510,583,1415,153,2076,5903,86,405,818,46,1903,275,803,513,764,45,1299,2254,1810,329,1660,1281
2611,601,25,406,3573,1090,364,370,241,1740,3978,184,2215,5540,1229,536,110,213,816,705,805,2179,440,1202,726,888,676,108,2004,6629,27,316,911,38,1302,259,989,529,552,14,963,499,2073,457,439,1446
2612,2555,0,707,8516,2091,782,1183,444,4299,12827,357,7079,13130,2197,1147,621,663,2590,1916,1165,8352,1408,3040,1271,2367,3422,459,4580,15761,128,1118,2745,423,2840,384,2622,1273,1761,756,2019,5879,5771,1134,3509,2312
2613,149,21,71,625,392,27,56,35,466,1314,50,462,991,213,212,14,90,127,129,205,825,97,201,98,178,265,13,377,1143,6,69,251,60,252,30,126,92,168,36,295,394,425,87,350,401
2614,729,0,312,1663,880,88,452,366,1443,3678,275,2139,3402,557,573,60,518,543,856,493,2540,379,499,353,706,1061,225,1292,3624,77,291,709,70,839,171,798,456,417,237,953,1717,1053,204,913,466
2615,435,0,402,1581,738,233,484,121,2305,5127,268,2779,4221,947,960,181,459,602,608,472,3956,360,1371,405,409,858,110,1834,4391,22,585,825,210,1559,251,750,496,680,241,955,1640,1973,606,1460,1727
2616,229,11,48,1098,272,46,46,121,339,1577,79,664,1257,265,127,11,103,126,212,93,1119,77,308,83,99,336,28,344,1171,11,226,285,46,343,17,168,104,2,45,367,18,349,185,465,332
2617,622,28,237,1523,522,148,449,31,1019,3143,162,1775,3459,583,487,110,289,707,417,319,2647,241,931,315,478,995,91,1055,3695,0,534,662,201,807,72,576,483,455,114,618,1732,613,303,788,844
2618,292,0,176,1875,328,80,119,42,849,1864,40,1225,2677,235,436,51,316,391,349,246,2197,280,573,307,282,452,34,1034,2399,1,237,832,298,925,47,242,125,458,97,754,949,924,301,249,810
2619,363,1,234,1917,124,47,342,0,753,2984,19,1499,3071,381,475,194,94,451,416,259,2297,162,918,102,297,710,115,1267,3377,52,153,942,167,820,200,513,505,427,73,782,1356,869,223,842,673
2620,1011,0,264,3071,607,134,300,143,1585,3901,366,1486,3891,307,803,290,362,1059,467,367,3228,331,1603,434,630,1221,117,1254,5439,24,334,777,14,1330,182,716,233,311,530,1105,1919,2023,364,1707,1419
2621,352,55,123,1486,369,97,123,35,360,1992,217,598,1058,443,300,112,74,308,249,265,929,249,463,129,466,551,46,518,2108,23,251,279,64,617,139,449,77,5,105,418,709,683,104,213,704
2622,766,34,379,2969,1255,181,307,161,2231,5418,0,2679,6674,1596,1018,129,413,544,1057,709,3015,660,1122,1150,829,1175,299,2611,6648,81,615,1206,0,1094,449,1071,544,44,478,613,2581,1378,565,1841,1677
2623,490,11,91,1830,341,198,154,133,731,2075,37,1234,1808,427,253,54,182,296,438,205,894,195,501,183,413,669,150,646,2386,68,166,328,0,558,53,192,211,440,173,223,1030,753,116,439,582
2624,273,35,122,1089,422,42,88,57,469,1920,43,317,554,263,401,6,180,244,273,178,1096,121,163,317,37,267,56,324,1588,3,109,323,18,514,30,231,225,97,69,248,629,609,131,612,590
2625,80,60,137,1669,726,128,150,159,905,2951,313,1768,2808,419,740,99,64,529,371,309,2294,382,460,278,573,613,80,1500,2167,43,240,555,175,905,128,466,26,333,112,889,1331,555,338,1228,1149
2626,137,56,62,1149,436,40,86,134,483,1275,15,311,690,334,413,96,39,354,165,158,1642,245,130,230,285,282,81,793,1997,18,169,181,11,650,20,213,155,295,80,374,495,581,264,398,701
2627,2573,0,860,7302,2329,596,553,653,4965,13813,513,7941,14351,3072,2016,409,1114,1944,2076,1472,9117,1488,3964,1932,1909,3207,494,4722,14677,255,1254,3308,196,3657,514,2135,1272,2034,849,2809,5093,3683,1297,3749,4300
2628,551,34,184,1460,483,91,181,130,596,2532,81,1377,2682,425,317,112,193,343,339,244,1746,187,608,281,306,671,110,896,2914,55,254,547,65,702,103,397,208,328,133,567,1135,1055,203,558,690
2629,747,0,435,3892,1012,144,459,298,1824,4998,334,3026,4292,860,924,234,390,881,1064,652,2939,536,1003,804,803,1062,104,2154,6542,72,326,799,34,1239,126,1132,283,554,265,1215,2082,2209,454,1678,1376
2630,323,21,163,516,581,89,162,55,1089,2264,132,1121,2138,579,152,72,58,436,118,138,1224,143,375,180,305,131,28,743,1633,14,198,589,128,663,48,117,152,237,37,350,766,676,321,781,635
2631,695,0,219,3953,756,233,423,83,1942,4552,152,1392,4755,1202,725,125,326,646,539,435,2889,558,1084,529,591,1148,136,1824,4901,37,389,1039,42,1351,107,1076,494,370,178,1072,1997,868,343,2041,1350
2632,95,0,151,573,342,54,49,41,442,1610,123,641,1298,383,316,11,102,169,110,198,1168,158,280,178,257,402,33,258,1317,17,60,119,101,339,52,154,92,110,62,190,505,563,152,403,481
2633,1801,3,491,6315,1687,341,429,250,2648,9290,120,5153,8619,1473,1245,111,870,1358,1377,734,4135,693,2245,1145,1399,1714,279,3031,8534,109,848,1732,110,2187,435,2036,895,632,252,2217,4198,3889,852,2513,1327
2634,660,1,209,2973,330,208,60,34,401,4868,184,2459,1990,582,412,98,315,804,627,754,1326,318,720,288,500,1116,109,1262,3438,34,342,1067,48,1071,17,740,451,645,168,882,1591,646,200,1201,1314
2635,819,12,247,2901,392,66,226,228,1483,4466,143,2060,4092,465,601,0,553,743,416,455,2378,143,1006,433,778,1003,79,1327,3617,24,232,980,163,655,271,805,634,825,215,1219,1453,1817,323,1376,1379
2636,218,60,100,1228,136,13,0,153,173,625,84,735,1200,216,405,10,2,118,237,2,942,1,173,183,73,232,48,399,569,16,60,397,30,299,133,169,64,282,0,413,725,956,205,394,327
2637,565,111,354,2709,1201,333,400,58,2133,5240,171,3123,7426,1304,957,163,333,1007,796,824,4326,535,1387,722,1222,1428,69,2193,7320,105,560,1020,117,1714,295,1206,456,1041,214,1061,2203,882,269,1795,1877
2638,363,0,72,47,180,99,108,37,560,1976,0,518,2424,154,168,54,140,243,372,281,1212,158,499,276,257,462,37,593,2133,20,210,484,32,534,101,203,213,382,77,504,917,898,242,714,569
2639,251,0,57,1092,606,93,94,0,784,2310,229,705,1109,138,331,24,115,278,169,267,1476,102,503,129,202,552,23,817,1362,13,54,531,78,368,108,182,140,213,52,189,803,781,16,325,102
2640,1931,75,1100,9172,2801,614,950,671,3776,14276,712,6233,11617,3211,2298,349,1300,3025,1974,1675,8847,1394,3218,1655,1928,3054,520,5399,15252,243,1259,2853,320,3975,463,2498,1102,2312,730,3262,5291,5789,1411,4611,4347
2641,491,36,337,2012,242,53,86,95,821,2321,9,1411,2511,556,517,124,223,323,446,277,2080,299,1190,452,271,601,121,469,2946,64,245,566,10,1039,33,847,537,287,123,678,1435,1483,129,852,841
2642,384,16,248,1453,378,86,41,54,626,1785,133,752,1883,319,516,53,347,377,269,105,1497,213,579,255,261,546,75,1094,3446,10,261,445,197,867,198,447,243,517,38,661,201,971,155,789,953
